id,table,current_name,proposed_name,category,current_description,proposed_description
"\"cebd2776-6d6d-4a33-8be7-1abca7e150f2\",\"parts\",\"Jackets assorted \",\"Jackets assorted \",\"\",\"Ukay ukay jackets for tesda\",\"Ukay ukay jackets for tesda\""
"\"6feb71e5-7832-43f4-905f-b4bdc3edc3ab\",\"parts\",\"Junction Box with Cover \",\"Junction Box with Cover \",\"\",\"\",\"\""
"\"c1732fee-6d96-4d53-a309-f3b79fe3d4d9\",\"parts\",\"Junction box with cover ( square)\",\"Junction box with cover ( square)\",\"\",\"\",\"\""
"\"c434cb28-bc6b-4977-99c1-b7cfef90d28f\",\"parts\",\"Jute bag\",\"Jute bag\",\"\",\"\",\"\""
"\"61247a74-84ae-44a1-bbb4-a35aa6b65847\",\"parts\",\"Jute String\",\"Jute String\",\"\",\"8 of these were purchased in June for 149 a piece. These were purchased since they can be used in coffee and will disintegrate into the soil. \",\"8 of these were purchased in June for 149 a piece. These were purchased since they can be used in coffee and will disintegrate into the soil. \""
"\"65ece76d-8ae9-4df3-9be1-411af1fa752c\",\"parts\",\"Kalour painting and drawing art supplies \",\"Kalour painting and drawing art supplies \",\"\",\"Gray bag\",\"Gray bag\""
"\"ecec56b1-b3d8-42e1-bd66-3927662b7218\",\"parts\",\"Katialis oitment\",\"Katialis oitment\",\"\",\"15g\",\"15g\""
"\"01ef744a-bc78-4182-8366-ea6117ec9ada\",\"parts\",\"Katsa cloth\",\"Katsa cloth\",\"\",\"\",\"\""
"\"eb4fe82f-bf12-4c24-ac30-5fd0a56e7910\",\"parts\",\"Kawasaki Barako Chain\",\"Crow Bar\",\"\",\"Barako chain replacement\",\"Barako chain replacement\""
"\"bce2cad0-98ff-4998-9e06-5a8e73ba259c\",\"parts\",\"Keyboard wrist rest\",\"Keyboard wrist rest\",\"\",\"\",\"\""
"\"59e7f00e-fbeb-4c80-b6c1-dc4f1112e096\",\"parts\",\"Kitchen #1\",\"Kitchen #1\",\"\",\"Variety of cooking stuff \",\"Variety of cooking stuff \""
"\"4c36901c-c5c0-4fc1-be2f-44f2435c4716\",\"parts\",\"Kitchen #2\",\"Kitchen #2\",\"\",\"\",\"\""
"\"b83ba399-7a34-4310-8b71-19d8fcbbafeb\",\"parts\",\"Kites\",\"Kites\",\"\",\"Colorful\",\"Colorful\""
"\"eb7f0e6b-c928-4cba-bfeb-3e7efb694f61\",\"parts\",\"Kvack\",\"Kvack\",\"\",\"Board games \",\"Board games \""
"\"2e48b902-f0ee-4890-836f-4e11d1a0105b\",\"parts\",\"Lacquer thinner \",\"Lacquer thinner \",\"\",\"\",\"\""
"\"24c9888e-2176-484a-a300-515bc1afaa41\",\"parts\",\"Lag screws\",\"Lag screws\",\"\",\"\",\"\""
"\"d5b17d6e-4050-4e1f-a388-1943abf7dbeb\",\"parts\",\"Lalvin EC-1118\",\"Lalvin EC-1118\",\"\",\"\",\"\""
"\"b36a8220-9359-4aae-9961-e08bd0c13c27\",\"parts\",\"Lalvin V1116\",\"Lalvin V1116\",\"\",\"Wine yeast\",\"Wine yeast\""
"\"1f4deaf4-bf74-4146-83f0-d48124eef52f\",\"parts\",\"Laminated names \",\"Laminated names \",\"\",\"\",\"\""
"\"63a78c6c-9176-4db7-8ea2-d937b666f835\",\"parts\",\"Lansones wine\",\"Lansones wine\",\"\",\"Aged wine\",\"Aged wine\""
"\"626d2f51-09b2-44db-9d4e-6f77450134ee\",\"parts\",\"Large Green and Yellow Snake\",\"Large Green and Yellow Snake\",\"\",\"1.5m snake\",\"1.5m snake\""
"\"8b7ea736-66c2-41f8-8c9a-3f33286e205e\",\"parts\",\"Latex paint SEMI-GLOSS \",\"Latex paint SEMI-GLOSS \",\"\",\"4liters Davies\",\"4liters Davies\""
"\"3ff12ee7-a49d-4ce4-82b9-c95f752ef05b\",\"parts\",\"Laundry Brush\",\"Laundry Brush\",\"\",\"\",\"\""
"\"8a60c11c-e47f-4f95-9ff3-65bb487a7f80\",\"parts\",\"L-bow plain \",\"L-bow plain \",\"\",\"\",\"\""
"\"afc2f52a-6cba-4d15-b8f5-cacbb5b1c88a\",\"parts\",\"Legal Printer Paper\",\"Legal Printer Paper\",\"\",\"Used for printing legal documents. 8.5x13.\nUsing 80gsm which is preferred over lighter weights.\",\"Used for printing legal documents. 8.5x13.\nUsing 80gsm which is preferred over lighter weights.\""
"\"2c3b8865-ba2f-4d83-ba54-25e6d6bf3250\",\"parts\",\"Level Hose \",\"Level Hose \",\"\",\"\",\"\""
"\"c2698ee0-c587-4fcb-9c0e-44ae2d1ea621\",\"parts\",\"Life Jacket\",\"Life Jacket\",\"\",\"\",\"\""
"\"12eabd4e-5154-4629-9b7e-92763e645cc4\",\"parts\",\"Light Bulb \",\"Light Bulb \",\"\",\"7pieces warm white 1 pieces day light\",\"7pieces warm white 1 pieces day light\""
"\"900056b6-1005-413b-817e-9ca2a88bd804\",\"parts\",\"Linseed oil\",\"Linseed oil\",\"\",\"\",\"\""
"\"2dfd030b-d6fb-45da-919d-83c30e57e404\",\"parts\",\"Locking bolts\",\"Locking bolts\",\"\",\"One aet\",\"One aet\""
"\"587c9e23-84d3-495d-933e-6bc45bd793a4\",\"parts\",\"Locking bolts \",\"Locking bolts \",\"\",\"One set\",\"One set\""
"\"86d5de5c-dd48-438e-a972-d6922beafb8b\",\"parts\",\"Lock washer\",\"Lock washer\",\"\",\"\",\"\""
"\"29dac526-4b9d-4246-a14e-414586911da7\",\"parts\",\"Long neck vinegar spice \",\"Long neck vinegar spice \",\"\",\"Long neck\",\"Long neck\""
"\"be4138de-fbc4-411c-b8b0-484244f94bf2\",\"parts\",\"Long screws \",\"Long screws \",\"\",\"\",\"\""
"\"f3df7ef0-855d-4436-be3f-6af9ed4fb0f6\",\"parts\",\"Long sleeve \",\"Long sleeve \",\"\",\"Black\",\"Black\""
"\"cd9c1f7f-f062-4ebe-a31b-3b3ce4b4df6a\",\"parts\",\"Long sleeve \",\"Long sleeve \",\"\",\"Blue color\",\"Blue color\""
"\"d982df74-721d-4954-9704-6ba8d4b17037\",\"parts\",\"Long sleeve \",\"Long sleeve \",\"\",\"Pink color\",\"Pink color\""
"\"87cf9fce-64b6-42ae-8ea9-7a7de7319de5\",\"parts\",\"Long sleeve \",\"Long sleeve \",\"\",\"Yellow green \",\"Yellow green \""
"\"119b969e-8134-4a66-a305-e04ff4aba81f\",\"parts\",\"Long sleeve \",\"Long sleeve \",\"\",\"Red color \",\"Red color \""
"\"eccdbae0-9755-4edb-9acf-b370dbf1c727\",\"parts\",\"Long sleeve \",\"Long sleeve \",\"\",\"Orange color \",\"Orange color \""
"\"4d7ec228-7f60-4ee1-879e-08fe05180124\",\"parts\",\"Long sleeve \",\"Long sleeve \",\"\",\"Light Pink color \",\"Light Pink color \""
"\"4fed6693-1a5c-4f5f-9bf5-2074802eccbd\",\"parts\",\"Long sleeve \",\"Long sleeve \",\"\",\"Fuschia pink\",\"Fuschia pink\""
"\"42f806aa-ad30-4031-9dfd-b0a5b2ae2b18\",\"parts\",\"Long sleeve \",\"Long sleeve \",\"\",\"Gray color \",\"Gray color \""
"\"4ffe1ec6-1eb0-4b6b-8f23-c69af29cfcf8\",\"parts\",\"Long sleeve \",\"Long sleeve \",\"\",\"Green color\",\"Green color\""
"\"5a33fbcf-5cb6-4567-95b7-0d9bfc0665d2\",\"parts\",\"LR44 cell battery\",\"LR44 cell battery\",\"\",\"\",\"\""
"\"6d05252e-1368-4664-a5ca-187e692dd7e1\",\"parts\",\"LR44W CX44 battery \",\"LR44W CX44 battery \",\"\",\"Used in the probe thermometer \",\"Used in the probe thermometer \""
"\"d0230176-48d8-4785-a300-34a2d24a2dc4\",\"parts\",\"Lubricant \",\"Lubricant \",\"\",\"Grease \",\"Grease \""
"\"911a1d9e-0681-4ada-a83a-eff1f9792d68\",\"parts\",\"Magnetic Catch\",\"Magnetic Catch\",\"\",\"Maybe these are used for cabinets.\",\"Maybe these are used for cabinets.\""
"\"6d33b5fe-82a1-4425-8667-cf100febc5d5\",\"parts\",\"Magnetic Strip Organizer 30cm\",\"Magnetic Strip Organizer 30cm\",\"\",\"Purchased as gifts\",\"Purchased as gifts\""
"\"afd16d47-2e9e-4535-a4a4-efa7a1a40ffb\",\"parts\",\"Magnetic Strip Organizer 50cm\",\"Magnetic Strip Organizer 50cm\",\"\",\"50cm long. These were tested to be able to hold sandukos. This was originally purchased to hold kitchen knives.\",\"50cm long. These were tested to be able to hold sandukos. This was originally purchased to hold kitchen knives.\""
"\"7d4fe3bf-de2b-4e78-9d79-bccfe723dd62\",\"parts\",\"Mango wine\",\"Mango wine\",\"\",\"Aged wine\",\"Aged wine\""
"\"de96d000-8a07-4b60-a102-0e05f5726ace\",\"parts\",\"Marbles\",\"Marbles\",\"\",\"151 marbles \",\"151 marbles \""
"\"e72357de-6e45-4ed8-b439-59d621b76e13\",\"parts\",\"Mask\",\"Mask\",\"\",\"White\",\"White\""
"\"bc0d1ff9-6fce-49c5-9593-b90bc83a1117\",\"parts\",\"Mask\",\"Mask\",\"\",\"Boxes of 2 masks\",\"Boxes of 2 masks\""
"\"a07b3737-3d68-437d-b04e-d54117e66e92\",\"parts\",\"Masonry bits\",\"Masonry bits\",\"\",\"\",\"\""
"\"d33fea3c-bdb3-49f4-958f-78fd192ec9c6\",\"parts\",\"Masonry hole Bits\",\"Masonry hole Bits\",\"\",\"\",\"\""
"\"4dab7023-8e2c-494a-aa47-36b774f84656\",\"parts\",\"Masonry Neutralizer\",\"Masonry Neutralizer\",\"\",\"\",\"\""
"\"330b9af2-dd37-48af-b79d-8d31b2cd2335\",\"parts\",\"Medium glass jar\",\"Medium glass jar\",\"\",\"Gold lid\",\"Gold lid\""
"\"9cc47cdc-fd41-4939-b11f-eb6aba6c76b9\",\"parts\",\"Mesh 100 for tesda\",\"Mesh 100 for tesda\",\"\",\"White color\",\"White color\""
"\"0b54eae6-a09b-4143-b2a6-dd349be12542\",\"parts\",\"Messenger wire\",\"Messenger wire\",\"\",\"6AWG\",\"6AWG\""
"\"dc83dd11-83d3-4d0b-ad9a-d6de84d4b23d\",\"parts\",\"Messenger wire\",\"Messenger wire\",\"\",\"6/7\",\"6/7\""
"\"22f95868-118c-4d6b-af52-ab9e76c57e21\",\"parts\",\"Metal drill bits \",\"Metal drill bits \",\"\",\"\",\"\""
"\"8f1694fa-af8c-4517-899d-b78f51d7cdaf\",\"parts\",\"Metal Furry \",\"Metal Furry \",\"\",\"\",\"\""
"\"34c9d1ca-f26e-4100-9057-799cb597e8d1\",\"parts\",\"Metal Hole Saw\",\"Metal Hole Saw\",\"\",\"Kobalt\",\"Kobalt\""
"\"3b849eae-bd07-44c2-b660-993420d82a3b\",\"parts\",\"Methylene Blue\",\"Methylene Blue\",\"\",\"For creating slides\",\"For creating slides\""
"\"0c08ac5b-8ac9-464c-b585-27be3e0a5165\",\"parts\",\"Metric O Rings\",\"Metric O Rings\",\"\",\"\",\"\""
"\"9bd206d5-2168-40cc-a528-46c5691a0a8c\",\"parts\",\"Mice Mouse\",\"Mice Mouse\",\"\",\"Wired and wireless \",\"Wired and wireless \""
"\"301d3881-b064-4247-bf4b-126a2576390d\",\"parts\",\"Micro SD card reader\",\"Micro SD card reader\",\"\",\"\",\"\""
"\"2514e66f-269b-43d0-8aa8-cbf5b5a446c4\",\"parts\",\"Mig Rod\",\"Mig Rod\",\"\",\"\",\"\""
"\"f344720c-f6b0-4d2d-a7f5-b84124960fc3\",\"parts\",\"Mini display port\",\"Mini display port\",\"\",\"\",\"\""
"\"3751acce-4c5b-4b44-bca4-8988fb85d4c3\",\"parts\",\"Mini solar holder \",\"Mini solar holder \",\"\",\"Or stand\",\"Or stand\""
"\"90629891-c68d-498f-8fbe-73fbac23063f\",\"parts\",\"Mirror Clip\",\"Mirror Clip\",\"\",\"\",\"\""
"\"1c93fa33-c86d-460f-b345-73a385dc5217\",\"parts\",\"Mirror Clip \",\"Mirror Clip \",\"\",\"\",\"\""
"\"ef8ee61d-f8ea-4225-8e20-23ccad4cc432\",\"parts\",\"Miscellaneous cooking stuffs \",\"Miscellaneous cooking stuffs \",\"\",\"Baking ladle, measurements, abredor, clip\",\"Baking ladle, measurements, abredor, clip\""
"\"2e131c5c-4bd8-40a7-865c-ede19afdca65\",\"parts\",\"Miscellaneous item\",\"Miscellaneous item\",\"\",\"\",\"\""
"\"eb634b51-4bd5-4956-800c-f74057056edc\",\"parts\",\"Miscellaneous kitchen stuff \",\"Miscellaneous kitchen stuff \",\"\",\"Spoon, fork, luwag 2 pcs, knife 2 pcs, peeler, and scrubs\",\"Spoon, fork, luwag 2 pcs, knife 2 pcs, peeler, and scrubs\""
"\"db3febb3-66ae-48eb-bc95-633f728df21d\",\"parts\",\"Miscellaneous stuff \",\"Miscellaneous stuff \",\"\",\"Tarpaulin, cartolina, \",\"Tarpaulin, cartolina, \""
"\"2abce7c3-3b31-4c33-b738-3589952147db\",\"parts\",\"Mixing Bowls\",\"Mixing Bowls\",\"\",\"Intended for guest house cooking. 8 piece set with 5 bpwls\",\"Intended for guest house cooking. 8 piece set with 5 bpwls\""
"\"50abc3fc-6cc2-4013-af22-1794ec9509ea\",\"parts\",\"Mobile Phone Holder \",\"Mobile Phone Holder \",\"\",\"\",\"\""
"\"95641166-dc54-4349-b2a5-8ddfe5bbb356\",\"parts\",\"Moisture Meter\",\"Moisture Meter\",\"\",\"\",\"\""
"\"09cbf5d8-de30-4d52-a1ad-eec4097fac7a\",\"parts\",\"Motorcycle oil \",\"Motorcycle oil \",\"\",\"\",\"\""
"\"314b4cee-334c-4d09-93b4-b216de6772ab\",\"parts\",\"Mouse Pad\",\"Mouse Pad\",\"\",\"\",\"\""
"\"1588bba7-6029-494f-ad70-a04dfa453f70\",\"parts\",\"Mykovam\",\"Mykovam\",\"\",\"\",\"\""
"\"dd95d43c-ad43-4ac9-9057-6cf2d67c792b\",\"parts\",\"Nail #2\",\"Nail #2\",\"\",\"\",\"\""
"\"ffe008fd-4af8-48ab-a099-a1c538fc4c95\",\"parts\",\"Nail #3\",\"Nail #3\",\"\",\"\",\"\""
"\"399040b0-89f1-48fc-8507-44a0dd23db8f\",\"parts\",\"Nail #5\",\"Nail #5\",\"\",\"\",\"\""
"\"ff69179e-b209-4fe8-aa79-8f250a275da6\",\"parts\",\"Nail Free Bond\",\"Nail Free Bond\",\"\",\"All Purpose Grab Adhesive \",\"All Purpose Grab Adhesive \""
"\"4aa82cb9-02ef-4358-a151-53738322fbd3\",\"parts\",\"Native tray\",\"Native tray\",\"\",\"Bamboo material \",\"Bamboo material \""
"\"08c2c35e-145c-40ea-8234-7279a1344805\",\"parts\",\"Needle syringe \",\"Needle syringe \",\"\",\"For animal uses \",\"For animal uses \""
"\"0e555de1-a9d8-4987-8afe-920c2ee185ec\",\"parts\",\"Neem Oil\",\"Neem Oil\",\"\",\"Used for Organic pesticides \",\"Used for Organic pesticides \""
"\"e1cc1850-e403-40f4-93b8-af8d0f7cd2be\",\"parts\",\"Net Pot\",\"Net Pot\",\"\",\"\",\"\""
"\"4acb0756-2591-4ce5-916c-71af1d8fc5db\",\"parts\",\"Nipple \",\"Nipple \",\"\",\"\",\"\""
"\"b7ec04cc-51cb-4d8a-9e41-4ba9a9043456\",\"parts\",\"Nut\",\"Nut\",\"\",\"\",\"\""
"\"01a41bc9-0ac1-472e-a0a9-0d230eb767cd\",\"parts\",\"Nut with Bolt\",\"Nut with Bolt\",\"\",\"\",\"\""
"\"bff0493f-44be-42ce-ab11-488ad3e83f71\",\"parts\",\"Nut with Bolt Short \",\"Nut with Bolt Short \",\"\",\"\",\"\""
"\"b0610e07-521a-425b-afe9-8264db619de0\",\"parts\",\"Nylon 110lb\",\"Nylon 110lb\",\"\",\"Needed to repair the bamboo floor at the accomodations\",\"Needed to repair the bamboo floor at the accomodations\""
"\"67e45b31-8eb7-4489-932e-1703d1bfdc8f\",\"parts\",\"Nylon 35lbs\",\"Nylon 35lbs\",\"\",\"\",\"\""
"\"1b5a516b-8df7-4241-b939-7dfe966a4fc1\",\"parts\",\"Nylon 45lbs\",\"Nylon 45lbs\",\"\",\"\",\"\""
"\"424974bc-a5e6-42e8-a7ff-eee1d7a900ac\",\"parts\",\"Nylon 50 lbs\",\"Nylon 50 lbs\",\"\",\"Nylon 50 lbs\",\"Nylon 50 lbs\""
"\"48a549ad-6049-4de0-a343-e5464c90ed51\",\"parts\",\"Nylon - guide lines\",\"Nylon - guide lines\",\"\",\"This is used to make lines.\",\"This is used to make lines.\""
"\"f4c443a5-5bd7-498e-81bf-494fe0167352\",\"parts\",\"Oil\",\"Oil\",\"\",\"Shell andvance\",\"Shell andvance\""
"\"722b1cd3-1b08-4fee-a83b-0ab6b8d1a1ed\",\"parts\",\"Oil for barako\",\"Crow Bar\",\"\",\"Kawasaki brand\",\"Kawasaki brand\""
"\"8fe2507e-75d8-488c-8dcd-8979714c7614\",\"parts\",\"Oil massage \",\"Oil massage \",\"\",\"\",\"\""
"\"24d8dd4c-3c3b-4383-ad36-be2842efe1b1\",\"parts\",\"Old (magulang) Coconut \",\"Old (magulang) Coconut \",\"\",\"Old coconut that have fallen on the ground\",\"Old coconut that have fallen on the ground\""
"\"bf318b92-9e63-4ea5-81ea-82d82205b0ed\",\"parts\",\"Orange & Black screw driver \",\"Orange & Black screw driver \",\"\",\"5 flat and 5 Philip screw driver\",\"5 flat and 5 Philip screw driver\""
"\"707ac968-d578-4663-874f-f40940459ad5\",\"parts\",\"Orange elbow\",\"Orange elbow\",\"\",\"¾\",\"¾\""
"\"6c419c6b-8b25-409e-a67c-2250c78eef9b\",\"parts\",\"Ordinary Plug\",\"Ordinary Plug\",\"\",\"\",\"\""
"\"b5515647-8fa5-490a-8da1-5eb6fd3ae387\",\"parts\",\"Organic Powder Fungicide\",\"Organic Powder Fungicide\",\"\",\"Use in fungus attacks on coffee\",\"Use in fungus attacks on coffee\""
"\"af693964-5be7-4365-a31f-383ecc199a5a\",\"parts\",\"O ring\",\"O ring\",\"\",\"\",\"\""
"\"7cbac681-0ffa-469f-8905-f7c64345fede\",\"parts\",\"Outdoor epoxy covered deck wood screws\",\"Outdoor epoxy covered deck wood screws\",\"\",\"1.5 inch\",\"1.5 inch\""
"\"02ce19b5-dd07-4c24-bccc-5d127983cc96\",\"parts\",\"Outdoor Junction Box (Blue)\",\"Outdoor Junction Box (Blue)\",\"\",\"\",\"\""
"\"fa8c82ac-b554-4d6c-8d5c-8f8e11cd0a99\",\"parts\",\"Outdoor Socket Waterproof\",\"Outdoor Socket Waterproof\",\"\",\"\",\"\""
"\"0feb9afa-10c1-40c7-95c8-75c7486e56fc\",\"parts\",\"P15 Label Printer\",\"P15 Label Printer\",\"\",\"Adding this as stock since the intent is to give this to the DA\",\"Adding this as stock since the intent is to give this to the DA\""
"\"aa96bbc2-077b-45fb-8334-2189667dea57\",\"parts\",\"P15 labels\",\"P15 labels\",\"\",\"40mm x 12mm\",\"40mm x 12mm\""
"\"a1433eca-f07c-43f0-9050-82a485382c1d\",\"parts\",\"Packaging packets \",\"Packaging packets \",\"\",\"Silver with 2 different sizes\",\"Silver with 2 different sizes\""
"\"0a9949c2-9edd-4fcc-8341-6f9e717bfaaa\",\"parts\",\"Paint Brush \",\"Paint Brush \",\"\",\"Estimating the price to be 25 php each. Small ones can be 20 php.\",\"Estimating the price to be 25 php each. Small ones can be 20 php.\""
"\"77541d49-bfd5-4c26-83f1-cd8784349cbb\",\"parts\",\"Paint METAL PRIMER \",\"Paint METAL PRIMER \",\"\",\"2pcs 4liters Triton\n1pcs ¼ liters triton\",\"2pcs 4liters Triton\n1pcs ¼ liters triton\""
"\"49635f9c-f639-4813-ab7c-d66a7d86d099\",\"parts\",\"Paint thinner \",\"Paint thinner \",\"\",\"Enhances & Cleans\",\"Enhances & Cleans\""
"\"8dde246d-dc6e-421a-970e-80aa29e69025\",\"parts\",\"Paper Organizer Folder\",\"Paper Organizer Folder\",\"\",\"Used to organize legal paperwork.\",\"Used to organize legal paperwork.\""
"\"1d8d1c9e-c6d4-4163-a112-54972b0d52cd\",\"parts\",\"Paper table napkins \",\"Paper table napkins \",\"\",\"Christmas 2 packs, 1 American themed \",\"Christmas 2 packs, 1 American themed \""
"\"5a24a3b6-529b-4ff2-8c6d-e49b947bab44\",\"parts\",\"Parabolic Antenna \",\"Parabolic Antenna \",\"\",\"\",\"\""
"\"77791369-ae7c-469f-a138-621fc2cc39e9\",\"parts\",\"Pe compression (¾ cross)\",\"Pe compression (¾ cross)\",\"\",\"no problem\",\"no problem\""
"\"2eb2522d-8335-4b67-8888-b48c45a3dc3f\",\"parts\",\"P.E Compression Coupling \",\"P.E Compression Coupling \",\"\",\"¾\",\"¾\""
"\"f34d7b57-6b33-4403-b5dc-652120c51aab\",\"parts\",\"Pe Compression (Coupling 1inch)\",\"Pe Compression (Coupling 1inch)\",\"\",\"5 pcs are available\nparts missing\n1pcs black stopper\n2 pcs white stopper \n2pcs Oring 32*2mm\",\"5 pcs are available\nparts missing\n1pcs black stopper\n2 pcs white stopper \n2pcs Oring 32*2mm\""
"\"cd3547a0-1a3d-42b2-b52a-729894e4a219\",\"parts\",\"Pe Compression HDPE reducing T 1 inch 3/4\",\"Pe Compression HDPE reducing T 1 inch 3/4\",\"\",\"Appears damaged\",\"Appears damaged\""
"\"ac3f3ebd-69e1-42f0-94e3-c4714045c61a\",\"parts\",\"Pe Compression L-bow female Thread ½x¾\",\"Pe Compression L-bow female Thread ½x¾\",\"\",\"Parts missing\n2pcs are available \nWhite stopper 8pcs \nBlack Stopper 8pcs\n3pcs Cup \n6 O-ring 20x2/2.5\",\"Parts missing\n2pcs are available \nWhite stopper 8pcs \nBlack Stopper 8pcs\n3pcs Cup \n6 O-ring 20x2/2.5\""
"\"fff4432d-4bb3-43ef-9d41-0422969763b5\",\"parts\",\"Pe Compression (Tee 1inch)\",\"Pe Compression (Tee 1inch)\",\"\",\"2 missing white stopper\",\"2 missing white stopper\""
"\"1159f095-75ea-41af-9b52-764dd1ab38fb\",\"parts\",\"P.E compression Tee 3/4\"\"\",\"P.E compression Tee 3/4\"\"\",\"\",\"¾\",\"¾\""
"\"0e070084-c1ce-4514-a706-ac894c388121\",\"parts\",\"Pe Compression Tee 3/4 hdpe\",\"Pe Compression Tee 3/4 hdpe\",\"\",\"Parts missing \n2 pcs cup\n2 Oring 26*2mm\",\"Parts missing \n2 pcs cup\n2 Oring 26*2mm\""
"\"d540d388-dcb8-447a-992e-d8761cf0bac8\",\"parts\",\"P.e Compression valve ¾\",\"P.e Compression valve ¾\",\"\",\"black and red\",\"black and red\""
"\"74f9e22d-f82b-48b5-a478-bf12213d3b4b\",\"parts\",\"P.e Compression valve 1 inch\",\"P.e Compression valve 1 inch\",\"\",\"black and red\",\"black and red\""
"\"213bef78-aebf-457d-9647-6bb57bbab7c3\",\"parts\",\"Pe Connector (¾ male)\",\"Pe Connector (¾ male)\",\"\",\"Parts missing\n4 pcs Black stopper\n2 pcs White stopper\n2pcs O-ring 26*2mm \",\"Parts missing\n4 pcs Black stopper\n2 pcs White stopper\n2pcs O-ring 26*2mm \""
"\"631afd0e-4524-4532-899a-574dcebeceea\",\"parts\",\"Pectic Enzyme\",\"Pectic Enzyme\",\"\",\"Used to reduce the hazing effect of pectins when making fruit wines\",\"Used to reduce the hazing effect of pectins when making fruit wines\""
"\"7c57a4c5-ff31-4dbe-9dbf-51949d4ec57e\",\"parts\",\"Pencil #2\",\"Pencil #2\",\"\",\"Mongol\",\"Mongol\""
"\"711bbac1-66bc-4c9e-a5f8-455ae7609d45\",\"parts\",\"Pe Reducer Compression 1x¾\",\"Pe Reducer Compression 1x¾\",\"\",\"Missing parts\n1pcs white stopper (1inch)\n1pcs black stopper (¾ )\n1pcs black stopper (1inch)\n1pcs O-ring 26*2mm\n1pcs O-ring 32x2.4mm\",\"Missing parts\n1pcs white stopper (1inch)\n1pcs black stopper (¾ )\n1pcs black stopper (1inch)\n1pcs O-ring 26*2mm\n1pcs O-ring 32x2.4mm\""
"\"d56f4aea-7379-4d6c-b48d-629b95814633\",\"parts\",\"Performance Shirt Woman\",\"Performance Shirt Woman\",\"\",\"XS\",\"XS\""
"\"d9665b28-5881-40f1-a39d-8b3368dc3689\",\"parts\",\"Permanent ink marker\",\"Permanent ink marker\",\"\",\"HBW office brand\",\"HBW office brand\""
"\"d8bd448e-6ffd-4dbe-a275-fc61e1736582\",\"parts\",\"Petroleum jelly\",\"Petroleum jelly\",\"\",\"Purchased to reduce it's on cables\",\"Purchased to reduce it's on cables\""
"\"762264ea-18cf-4b06-a805-65313febc9fb\",\"parts\",\"Petron Grease \",\"Petron Grease \",\"\",\"\",\"\""
"\"b4743f71-ea3a-4f5d-b6a6-e66ce944b648\",\"parts\",\"Philmac Pipe\",\"Philmac Pipe\",\"\",\"\",\"\""
"\"d08e4e0c-19fa-4f39-9725-1f1b50f79f06\",\"parts\",\"Photo paper \",\"Photo paper \",\"\",\"A4 glossy\",\"A4 glossy\""
"\"259a3107-37e2-40d0-9bf1-4df921656473\",\"parts\",\"Pillow cover \",\"Pillow cover \",\"\",\"Box of brown 5 sets\",\"Box of brown 5 sets\""
"\"fa792b37-c8d5-4f7f-9d57-d377325102c2\",\"parts\",\"Pipe Connector\",\"Pipe Connector\",\"\",\"\",\"\""
"\"8876389f-4022-45f5-a254-045675b50576\",\"parts\",\"Pipe Connector 1 inch\",\"Pipe Connector 1 inch\",\"\",\"Can be used for our barrels \",\"Can be used for our barrels \""
"\"077e0289-cfb5-4b2e-a5a2-73da565895fb\",\"parts\",\"Pipe Hole Maker\",\"Pipe Hole Maker\",\"\",\"\",\"\""
"\"009e4167-bed4-4e8c-a23f-259a33dad0dd\",\"parts\",\"Pipe Joint Compound\",\"Pipe Joint Compound\",\"\",\"Fantastic stuff works when teflon does not.\",\"Fantastic stuff works when teflon does not.\""
"\"8f178b74-6c84-4bc1-938a-f6b83ef35880\",\"parts\",\"Planer Blade\",\"Planer Blade\",\"\",\"\",\"\""
"\"6ca190d8-a84b-4d2d-a391-1bdca635070b\",\"parts\",\"Plant Tag\",\"Plant Tag\",\"\",\"\",\"\""
"\"854fc249-7691-4ade-903e-3fac277c381b\",\"parts\",\"Plant Tags\",\"Plant Tags\",\"\",\"All colors are kept in this bag. White is the common tag. We are out of yellow tags.\",\"All colors are kept in this bag. White is the common tag. We are out of yellow tags.\""
"\"89ffe61a-3c4d-4db8-97de-b6fdfd5ce1d8\",\"parts\",\"Plastic cup16oz\",\"Plastic cup16oz\",\"\",\"With lid\",\"With lid\""
"\"b16ab73b-4338-4800-9b94-08e28361660a\",\"parts\",\"Plastic cups\",\"Plastic cups\",\"\",\"Transparent \",\"Transparent \""
"\"d92091d5-2fca-46ec-ac21-1af9583b653a\",\"parts\",\"Plastic envelope \",\"Plastic envelope \",\"\",\"Transparent plastic envelope \",\"Transparent plastic envelope \""
"\"f4c4d8f3-309b-4c3f-afa4-794edbebae6c\",\"parts\",\"Plastic Envelope\",\"Plastic Envelope\",\"\",\"For papers\",\"For papers\""
"\"24d2dcf8-06ad-4548-ba79-a72bd5682298\",\"parts\",\"Plastic envelopes \",\"Plastic envelopes \",\"\",\"Transparent envelope \",\"Transparent envelope \""
"\"f5cc26db-c197-41ca-9d83-b4424091b6f8\",\"parts\",\"Plastic fork\",\"Plastic fork\",\"\",\"Robinson plastic \",\"Robinson plastic \""
"\"b2595cfb-f18f-4c4b-a83c-53ce53de1f08\",\"parts\",\"Plastic gloves\",\"Plastic gloves\",\"\",\"\",\"\""
"\"10571cb7-9c7d-4f2d-bb9f-87b4ff6018a5\",\"parts\",\"Plastic knife \",\"Plastic knife \",\"\",\"Cheers cutlery \",\"Cheers cutlery \""
